freq,psd_x,psd_y,psd_z,psd_xyz
59.4,178598.5,17859.9,8929.9,196458.4
59.5,176023.4,17602.3,8801.2,193625.8
59.6,173503.0,17350.3,8675.2,190853.3
59.7,171035.9,17103.6,8551.8,188139.5
59.8,168620.7,16862.1,8431.0,185482.8
59.9,166256.2,16625.6,8312.8,182881.9
60.0,163941.2,16394.1,8197.1,180335.3
60.1,161674.3,16167.4,8083.7,177841.8
60.2,159454.5,15945.4,7972.7,175399.9
60.3,157280.5,15728.1,7864.0,173008.6
60.4,155151.3,15515.1,7757.6,170666.4
60.5,153065.7,15306.6,7653.3,168372.2
60.6,151022.7,15102.3,7551.1,166124.9
60.7,149021.2,14902.1,7451.1,163923.4
60.8,147060.3,14706.0,7353.0,161766.4
60.9,145139.1,14513.9,7257.0,159653.0
61.0,143256.4,14325.6,7162.8,157582.1
61.1,141411.5,14141.2,7070.6,155552.7
61.2,139603.4,13960.3,6980.2,153563.8
61.3,137831.3,13783.1,6891.6,151614.5
61.4,136094.3,13609.4,6804.7,149703.8
61.5,134391.7,13439.2,6719.6,147830.8
61.6,132722.5,13272.3,6636.1,145994.8
61.7,131086.1,13108.6,6554.3,144194.7
61.8,129481.7,12948.2,6474.1,142429.8
61.9,127908.5,12790.8,6395.4,140699.3
62.0,126365.8,12636.6,6318.3,139002.4
62.1,124853.1,12485.3,6242.7,137338.4
62.2,123369.5,12336.9,6168.5,135706.4
62.3,121914.4,12191.4,6095.7,134105.9
62.4,120487.2,12048.7,6024.4,132536.0
62.5,119087.3,11908.7,5954.4,130996.1
62.6,117714.1,11771.4,5885.7,129485.5
62.7,116367.0,11636.7,5818.4,128003.7
62.8,115045.4,11504.5,5752.3,126550.0
62.9,113748.8,11374.9,5687.4,125123.7
63.0,112476.6,11247.7,5623.8,123724.3
63.1,111228.3,11122.8,5561.4,122351.2
63.2,110003.5,11000.3,5500.2,121003.8
63.3,108801.5,10880.2,5440.1,119681.7
63.4,107622.0,10762.2,5381.1,118384.2
63.5,106464.4,10646.4,5323.2,117110.9
63.6,105328.4,10532.8,5266.4,115861.2
63.7,104213.4,10421.3,5210.7,114634.8
63.8,103119.1,10311.9,5156.0,113431.0
63.9,102045.0,10204.5,5102.2,112249.5
64.0,100990.7,10099.1,5049.5,111089.8
64.1,99955.8,9995.6,4997.8,109951.4
64.2,98940.0,9894.0,4947.0,108834.0
64.3,97942.8,9794.3,4897.1,107737.1
64.4,96963.9,9696.4,4848.2,106660.3
64.5,96003.0,9600.3,4800.2,105603.3
64.6,95059.7,9506.0,4753.0,104565.6
64.7,94133.6,9413.4,4706.7,103547.0
64.8,93224.5,9322.4,4661.2,102546.9
64.9,92332.0,9233.2,4616.6,101565.2
65.0,91455.8,9145.6,4572.8,100601.3
65.1,90595.6,9059.6,4529.8,99655.1
65.2,89751.1,8975.1,4487.6,98726.2
65.3,88922.1,8892.2,4446.1,97814.3
65.4,88108.2,8810.8,4405.4,96919.0
65.5,87309.3,8730.9,4365.5,96040.2
65.6,86524.9,8652.5,4326.2,95177.4
65.7,85755.0,8575.5,4287.7,94330.5
65.8,84999.2,8499.9,4250.0,93499.1
65.9,84257.2,8425.7,4212.9,92683.0
66.0,83529.0,8352.9,4176.4,91881.9
66.1,82814.2,8281.4,4140.7,91095.6
66.2,82112.6,8211.3,4105.6,90323.9
66.3,81424.0,8142.4,4071.2,89566.4
66.4,80748.2,8074.8,4037.4,88823.1
66.5,80085.1,8008.5,4004.3,88093.6
66.6,79434.3,7943.4,3971.7,87377.7
66.7,78795.8,7879.6,3939.8,86675.3
66.8,78169.2,7816.9,3908.5,85986.2
66.9,77554.6,7755.5,3877.7,85310.1
67.0,76951.6,7695.2,3847.6,84646.8
67.1,76360.2,7636.0,3818.0,83996.2
67.2,75780.1,7578.0,3789.0,83358.1
67.3,75211.2,7521.1,3760.6,82732.3
67.4,74653.4,7465.3,3732.7,82118.7
67.5,74106.5,7410.6,3705.3,81517.1
67.6,73570.3,7357.0,3678.5,80927.3
67.7,73044.8,7304.5,3652.2,80349.3
67.8,72529.8,7253.0,3626.5,79782.7
67.9,72025.1,7202.5,3601.3,79227.6
68.0,71530.7,7153.1,3576.5,78683.8
68.1,71046.5,7104.6,3552.3,78151.1
68.2,70572.2,7057.2,3528.6,77629.4
68.3,70107.9,7010.8,3505.4,77118.7
68.4,69653.3,6965.3,3482.7,76618.7
68.5,69208.5,6920.9,3460.4,76129.4
68.6,68773.3,6877.3,3438.7,75650.7
68.7,68347.6,6834.8,3417.4,75182.4
68.8,67931.4,6793.1,3396.6,74724.5
68.9,67524.5,6752.5,3376.2,74277.0
69.0,67126.9,6712.7,3356.3,73839.6
69.1,66738.5,6673.9,3336.9,73412.4
69.2,66359.2,6635.9,3318.0,72995.2
69.3,65989.0,6598.9,3299.5,72587.9
69.4,65627.8,6562.8,3281.4,72190.6
69.5,65275.6,6527.6,3263.8,71803.1
69.6,64932.2,6493.2,3246.6,71425.4
69.7,64597.7,6459.8,3229.9,71057.5
69.8,64272.0,6427.2,3213.6,70699.2
69.9,63955.0,6395.5,3197.8,70350.6
70.0,63646.8,6364.7,3182.3,70011.5
70.1,63347.3,6334.7,3167.4,69682.0
70.2,63056.4,6305.6,3152.8,69362.1
70.3,62774.2,6277.4,3138.7,69051.6
70.4,62500.6,6250.1,3125.0,68750.7
70.5,62235.6,6223.6,3111.8,68459.2
70.6,61979.2,6197.9,3099.0,68177.2
70.7,61731.4,6173.1,3086.6,67904.6
70.8,61492.2,6149.2,3074.6,67641.4
70.9,61261.6,6126.2,3063.1,67387.7
71.0,61039.6,6104.0,3052.0,67143.5
71.1,60826.1,6082.6,3041.3,66908.8
71.2,60621.4,6062.1,3031.1,66683.5
71.3,60425.2,6042.5,3021.3,66467.7
71.4,60237.8,6023.8,3011.9,66261.5
71.5,60059.0,6005.9,3003.0,66064.9
71.6,59889.0,5988.9,2994.4,65877.9
71.7,59727.8,5972.8,2986.4,65700.5
71.8,59575.4,5957.5,2978.8,65532.9
71.9,59431.9,5943.2,2971.6,65375.1
72.0,59297.3,5929.7,2964.9,65227.1
72.1,59171.8,5917.2,2958.6,65089.0
72.2,59055.3,5905.5,2952.8,64960.9
72.3,58948.0,5894.8,2947.4,64842.8
72.4,58850.0,5885.0,2942.5,64735.0
72.5,58761.2,5876.1,2938.1,64637.3
72.6,58681.9,5868.2,2934.1,64550.1
72.7,58612.1,5861.2,2930.6,64473.3
72.8,58552.0,5855.2,2927.6,64407.2
72.9,58501.6,5850.2,2925.1,64351.7
73.0,58461.1,5846.1,2923.1,64307.2
73.1,58430.6,5843.1,2921.5,64273.6
73.2,58410.2,5841.0,2920.5,64251.2
73.3,58400.2,5840.0,2920.0,64240.2
73.4,58400.6,5840.1,2920.0,64240.6
73.5,58411.6,5841.2,2920.6,64252.7
73.6,58433.4,5843.3,2921.7,64276.7
73.7,58466.2,5846.6,2923.3,64312.8
73.8,58510.2,5851.0,2925.5,64361.2
73.9,58565.6,5856.6,2928.3,64422.1
74.0,58632.6,5863.3,2931.6,64495.8
74.1,58711.4,5871.1,2935.6,64582.5
74.2,58802.2,5880.2,2940.1,64682.5
74.3,58905.4,5890.5,2945.3,64796.0
74.4,59021.2,5902.1,2951.1,64923.3
74.5,59149.8,5915.0,2957.5,65064.8
74.6,59291.6,5929.2,2964.6,65220.8
74.7,59446.9,5944.7,2972.3,65391.6
74.8,59615.9,5961.6,2980.8,65577.5
74.9,59799.1,5979.9,2990.0,65779.0
75.0,59996.7,5999.7,2999.8,65996.4
75.1,60209.2,6020.9,3010.5,66230.1
75.2,60436.9,6043.7,3021.8,66480.6
75.3,60680.2,6068.0,3034.0,66748.2
75.4,60939.6,6094.0,3047.0,67033.6
75.5,61215.5,6121.6,3060.8,67337.1
75.6,61508.4,6150.8,3075.4,67659.3
75.7,61818.8,6181.9,3090.9,68000.7
75.8,62147.1,6214.7,3107.4,68361.9
75.9,62494.0,6249.4,3124.7,68743.4
76.0,62860.0,6286.0,3143.0,69146.0
76.1,63245.7,6324.6,3162.3,69570.2
76.2,63651.6,6365.2,3182.6,70016.8
76.3,64078.6,6407.9,3203.9,70486.4
76.4,64527.2,6452.7,3226.4,70979.9
76.5,64998.1,6499.8,3249.9,71497.9
76.6,65492.2,6549.2,3274.6,72041.4
76.7,66010.2,6601.0,3300.5,72611.2
76.8,66552.9,6655.3,3327.6,73208.1
76.9,67121.2,6712.1,3356.1,73833.3
77.0,67716.0,6771.6,3385.8,74487.6
77.1,68338.2,6833.8,3416.9,75172.1
77.2,68989.0,6898.9,3449.4,75887.9
77.3,69669.2,6966.9,3483.5,76636.1
77.4,70380.1,7038.0,3519.0,77418.1
77.5,71122.7,7112.3,3556.1,78234.9
77.6,71898.3,7189.8,3594.9,79088.1
77.7,72708.1,7270.8,3635.4,79978.9
77.8,73553.6,7355.4,3677.7,80908.9
77.9,74436.0,7443.6,3721.8,81879.6
78.0,75356.9,7535.7,3767.8,82892.6
78.1,76317.8,7631.8,3815.9,83949.6
78.2,77320.3,7732.0,3866.0,85052.3
78.3,78366.1,7836.6,3918.3,86202.7
78.4,79457.0,7945.7,3972.9,87402.8
78.5,80595.0,8059.5,4029.7,88654.4
78.6,81781.8,8178.2,4089.1,89960.0
78.7,83019.6,8302.0,4151.0,91321.6
78.8,84310.6,8431.1,4215.5,92741.7
78.9,85657.0,8565.7,4282.8,94222.7
79.0,87061.2,8706.1,4353.1,95767.3
79.1,88525.6,8852.6,4426.3,97378.2
79.2,90052.9,9005.3,4502.6,99058.2
79.3,91645.8,9164.6,4582.3,100810.3
79.4,93307.1,9330.7,4665.4,102637.8
79.5,95039.8,9504.0,4752.0,104543.8
79.6,96847.0,9684.7,4842.3,106531.7
79.7,98732.0,9873.2,4936.6,108605.2
79.8,100698.1,10069.8,5034.9,110767.9
79.9,102748.8,10274.9,5137.4,113023.7
80.0,104887.8,10488.8,5244.4,115376.6
80.1,107119.0,10711.9,5355.9,117830.8
80.2,109446.1,10944.6,5472.3,120390.7
80.3,111873.3,11187.3,5593.7,123060.7
80.4,114404.8,11440.5,5720.2,125845.3
80.5,117044.9,11704.5,5852.2,128749.4
80.6,119798.0,11979.8,5989.9,131777.8
80.7,122668.6,12266.9,6133.4,134935.4
80.8,125661.2,12566.1,6283.1,138227.4
80.9,128780.6,12878.1,6439.0,141658.7
81.0,132031.4,13203.1,6601.6,145234.5
81.1,135418.2,13541.8,6770.9,148960.0
81.2,138945.6,13894.6,6947.3,152840.1
81.3,142618.1,14261.8,7130.9,156879.9
81.4,146440.0,14644.0,7322.0,161084.0
81.5,150415.5,15041.5,7520.8,165457.0
81.6,154548.2,15454.8,7727.4,170003.1
81.7,158841.7,15884.2,7942.1,174725.8
81.8,163298.6,16329.9,8164.9,179628.5
81.9,167921.3,16792.1,8396.1,184713.5
82.0,172711.2,17271.1,8635.6,189982.4
82.1,177668.8,17766.9,8883.4,195435.7
82.2,182793.5,18279.3,9139.7,201072.8
82.3,188083.2,18808.3,9404.2,206891.6
82.4,193534.7,19353.5,9676.7,212888.2
82.5,199142.7,19914.3,9957.1,219056.9
82.6,204900.0,20490.0,10245.0,225390.0
82.7,210797.1,21079.7,10539.9,231876.8
82.8,216822.2,21682.2,10841.1,238504.4
82.9,222960.5,22296.0,11148.0,245256.5
83.0,229194.2,22919.4,11459.7,252113.6
83.1,235502.4,23550.2,11775.1,259052.6
83.2,241860.5,24186.0,12093.0,266046.5
83.3,248240.5,24824.0,12412.0,273064.5
83.4,254610.5,25461.0,12730.5,280071.5
83.5,260935.0,26093.5,13046.8,287028.5
83.6,267174.8,26717.5,13358.7,293892.3
83.7,273287.4,27328.7,13664.4,300616.1
83.8,279226.8,27922.7,13961.3,307149.5
83.9,284945.0,28494.5,14247.2,313439.5
84.0,290391.5,29039.1,14519.6,319430.6
84.1,295514.8,29551.5,14775.7,325066.3
84.2,300263.3,30026.3,15013.2,330289.6
84.3,304586.1,30458.6,15229.3,335044.7
84.4,308434.2,30843.4,15421.7,339277.6
84.5,311761.9,31176.2,15588.1,342938.1
84.6,314528.2,31452.8,15726.4,345981.0
84.7,316697.1,31669.7,15834.9,348366.8
84.8,318239.9,31824.0,15912.0,350063.9
84.9,319135.1,31913.5,15956.8,351048.6
85.0,319369.6,31937.0,15968.5,351306.6
85.1,318939.0,31893.9,15946.9,350832.9
85.2,317847.6,31784.8,15892.4,349632.4
85.3,316108.6,31610.9,15805.4,347719.5
85.4,313743.4,31374.3,15687.2,345117.7
85.5,310780.9,31078.1,15539.0,341859.0
85.6,307256.7,30725.7,15362.8,337982.4
85.7,303212.1,30321.2,15160.6,333533.3
85.8,298692.7,29869.3,14934.6,328562.0
85.9,293747.5,29374.7,14687.4,323122.2
86.0,288427.2,28842.7,14421.4,317270.0
86.1,282783.7,28278.4,14139.2,311062.1
86.2,276868.3,27686.8,13843.4,304555.1
86.3,270731.3,27073.1,13536.6,297804.5
86.4,264421.1,26442.1,13221.1,290863.2
86.5,257983.4,25798.3,12899.2,283781.7
86.6,251460.7,25146.1,12573.0,276606.8
86.7,244892.2,24489.2,12244.6,269381.4
86.8,238313.5,23831.4,11915.7,262144.9
86.9,231756.3,23175.6,11587.8,254932.0
87.0,225248.8,22524.9,11262.4,247773.7
87.1,218815.4,21881.5,10940.8,240696.9
87.2,212477.0,21247.7,10623.9,233724.7
87.3,206251.5,20625.1,10312.6,226876.6
87.4,200153.5,20015.3,10007.7,220168.8
87.5,194194.9,19419.5,9709.7,213614.4
87.6,188385.3,18838.5,9419.3,207223.8
87.7,182731.7,18273.2,9136.6,201004.8
87.8,177239.3,17723.9,8862.0,194963.2
87.9,171911.6,17191.2,8595.6,189102.7
88.0,166750.4,16675.0,8337.5,183425.4
88.1,161756.4,16175.6,8087.8,177932.0
88.2,156929.0,15692.9,7846.5,172621.9
88.3,152266.8,15226.7,7613.3,167493.5
88.4,147767.6,14776.8,7388.4,162544.4
88.5,143428.4,14342.8,7171.4,157771.3
88.6,139246.0,13924.6,6962.3,153170.6
88.7,135216.4,13521.6,6760.8,148738.0
88.8,131335.6,13133.6,6566.8,144469.1
88.9,127599.2,12759.9,6380.0,140359.1
89.0,124002.8,12400.3,6200.1,136403.0
89.1,120541.6,12054.2,6027.1,132595.8
89.2,117211.1,11721.1,5860.6,128932.2
89.3,114006.6,11400.7,5700.3,125407.2
89.4,110923.4,11092.3,5546.2,122015.7
89.5,107956.9,10795.7,5397.8,118752.5
89.6,105102.5,10510.3,5255.1,115612.8
89.7,102355.9,10235.6,5117.8,112591.5
89.8,99712.8,9971.3,4985.6,109684.0
89.9,97168.8,9716.9,4858.4,106885.7
90.0,94720.0,9472.0,4736.0,104192.0
90.1,92362.3,9236.2,4618.1,101598.5
90.2,90092.0,9009.2,4504.6,99101.2
90.3,87905.3,8790.5,4395.3,96695.9
90.4,85798.8,8579.9,4289.9,94378.7
90.5,83769.1,8376.9,4188.5,92146.0
90.6,81812.8,8181.3,4090.6,89994.1
90.7,79926.9,7992.7,3996.3,87919.6
90.8,78108.3,7810.8,3905.4,85919.2
90.9,76354.2,7635.4,3817.7,83989.7
91.0,74661.9,7466.2,3733.1,82128.1
91.1,73028.6,7302.9,3651.4,80331.5
91.2,71452.0,7145.2,3572.6,78597.2
91.3,69929.6,6993.0,3496.5,76922.6
91.4,68459.1,6845.9,3423.0,75305.0
91.5,67038.4,6703.8,3351.9,73742.2
91.6,65665.3,6566.5,3283.3,72231.8
91.7,64337.9,6433.8,3216.9,70771.7
91.8,63054.3,6305.4,3152.7,69359.7
91.9,61812.6,6181.3,3090.6,67993.9
92.0,60611.2,6061.1,3030.6,66672.4
92.1,59448.4,5944.8,2972.4,65393.3
92.2,58322.7,5832.3,2916.1,64154.9
92.3,57232.4,5723.2,2861.6,62955.7
92.4,56176.3,5617.6,2808.8,61793.9
92.5,55152.9,5515.3,2757.6,60668.2
92.6,54161.0,5416.1,2708.0,59577.1
92.7,53199.2,5319.9,2660.0,58519.1
92.8,52266.5,5226.6,2613.3,57493.1
92.9,51361.6,5136.2,2568.1,56497.8
93.0,50483.6,5048.4,2524.2,55531.9
93.1,49631.3,4963.1,2481.6,54594.4
93.2,48803.8,4880.4,2440.2,53684.2
93.3,48000.2,4800.0,2400.0,52800.2
93.4,47219.5,4721.9,2361.0,51941.4
93.5,46460.9,4646.1,2323.0,51107.0
93.6,45723.6,4572.4,2286.2,50295.9
93.7,45006.7,4500.7,2250.3,49507.4
93.8,44309.6,4431.0,2215.5,48740.6
93.9,43631.5,4363.2,2181.6,47994.7
94.0,42971.8,4297.2,2148.6,47268.9
94.1,42329.7,4233.0,2116.5,46562.6
94.2,41704.6,4170.5,2085.2,45875.1
94.3,41096.0,4109.6,2054.8,45205.6
94.4,40503.3,4050.3,2025.2,44553.6
94.5,39925.8,3992.6,1996.3,43918.4
94.6,39363.2,3936.3,1968.2,43299.5
94.7,38814.8,3881.5,1940.7,42696.3
94.8,38280.2,3828.0,1914.0,42108.2
94.9,37758.9,3775.9,1887.9,41534.8
95.0,37250.5,3725.1,1862.5,40975.6
95.1,36754.6,3675.5,1837.7,40430.0
95.2,36270.6,3627.1,1813.5,39897.7
95.3,35798.4,3579.8,1789.9,39378.2
95.4,35337.3,3533.7,1766.9,38871.1
95.5,34887.2,3488.7,1744.4,38375.9
95.6,34447.6,3444.8,1722.4,37892.4
95.7,34018.2,3401.8,1700.9,37420.0
95.8,33598.7,3359.9,1679.9,36958.6
95.9,33188.8,3318.9,1659.4,36507.7
96.0,32788.1,3278.8,1639.4,36066.9
96.1,32396.5,3239.6,1619.8,35636.1
96.2,32013.5,3201.4,1600.7,35214.9
96.3,31639.0,3163.9,1581.9,34802.9
96.4,31272.7,3127.3,1563.6,34399.9
96.5,30914.3,3091.4,1545.7,34005.7
96.6,30563.6,3056.4,1528.2,33619.9
96.7,30220.4,3022.0,1511.0,33242.4
96.8,29884.4,2988.4,1494.2,32872.8
96.9,29555.5,2955.5,1477.8,32511.0
97.0,29233.4,2923.3,1461.7,32156.8
97.1,28918.0,2891.8,1445.9,31809.8
97.2,28609.0,2860.9,1430.4,31469.9
97.3,28306.3,2830.6,1415.3,31136.9
97.4,28009.6,2801.0,1400.5,30810.6
97.5,27718.9,2771.9,1385.9,30490.8
97.6,27433.9,2743.4,1371.7,30177.3
97.7,27154.6,2715.5,1357.7,29870.0
97.8,26880.7,2688.1,1344.0,29568.7
97.9,26612.0,2661.2,1330.6,29273.2
98.0,26348.5,2634.9,1317.4,28983.4
98.1,26090.1,2609.0,1304.5,28699.1
98.2,25836.5,2583.6,1291.8,28420.1
98.3,25587.6,2558.8,1279.4,28146.4
98.4,25343.4,2534.3,1267.2,27877.7
98.5,25103.6,2510.4,1255.2,27614.0
98.6,24868.3,2486.8,1243.4,27355.1
98.7,24637.2,2463.7,1231.9,27100.9
98.8,24410.3,2441.0,1220.5,26851.3
98.9,24187.4,2418.7,1209.4,26606.2
99.0,23968.5,2396.9,1198.4,26365.4
99.1,23753.5,2375.3,1187.7,26128.8
99.2,23542.2,2354.2,1177.1,25896.4
99.3,23334.5,2333.5,1166.7,25668.0
99.4,23130.5,2313.0,1156.5,25443.5
99.5,22929.9,2293.0,1146.5,25222.9
99.6,22732.7,2273.3,1136.6,25006.0
99.7,22538.9,2253.9,1126.9,24792.7
99.8,22348.2,2234.8,1117.4,24583.1
99.9,22160.8,2216.1,1108.0,24376.9
100.0,21976.4,2197.6,1098.8,24174.0
100.1,21795.0,2179.5,1089.8,23974.5
100.2,21616.6,2161.7,1080.8,23778.3
100.3,21441.1,2144.1,1072.1,23585.2
100.4,21268.4,2126.8,1063.4,23395.2
100.5,21098.4,2109.8,1054.9,23208.2
100.6,20931.1,2093.1,1046.6,23024.2
100.7,20766.4,2076.6,1038.3,22843.0
100.8,20604.2,2060.4,1030.2,22664.7
100.9,20444.6,2044.5,1022.2,22489.1
101.0,20287.4,2028.7,1014.4,22316.2
101.1,20132.7,2013.3,1006.6,22145.9
101.2,19980.2,1998.0,999.0,21978.2
101.3,19830.1,1983.0,991.5,21813.1
101.4,19682.2,1968.2,984.1,21650.4
101.5,19536.5,1953.6,976.8,21490.1
101.6,19392.9,1939.3,969.6,21332.2
101.7,19251.4,1925.1,962.6,21176.6
101.8,19112.0,1911.2,955.6,21023.2
101.9,18974.6,1897.5,948.7,20872.1
102.0,18839.2,1883.9,942.0,20723.1
102.1,18705.7,1870.6,935.3,20576.2
102.2,18574.0,1857.4,928.7,20431.4
102.3,18444.3,1844.4,922.2,20288.7
102.4,18316.3,1831.6,915.8,20148.0
102.5,18190.1,1819.0,909.5,20009.2
102.6,18065.7,1806.6,903.3,19872.3
102.7,17943.0,1794.3,897.1,19737.3
102.8,17821.9,1782.2,891.1,19604.1
102.9,17702.5,1770.2,885.1,19472.7
103.0,17584.7,1758.5,879.2,19343.1
103.1,17468.4,1746.8,873.4,19215.3
103.2,17353.7,1735.4,867.7,19089.1
103.3,17240.5,1724.1,862.0,18964.6
103.4,17128.8,1712.9,856.4,18841.7
103.5,17018.6,1701.9,850.9,18720.4
103.6,16909.7,1691.0,845.5,18600.7
103.7,16802.3,1680.2,840.1,18482.5
103.8,16696.3,1669.6,834.8,18365.9
103.9,16591.6,1659.2,829.6,18250.7
104.0,16488.2,1648.8,824.4,18137.0
104.1,16386.1,1638.6,819.3,18024.7
104.2,16285.3,1628.5,814.3,17913.8
104.3,16185.7,1618.6,809.3,17804.3
104.4,16087.4,1608.7,804.4,17696.2
104.5,15990.3,1599.0,799.5,17589.3
104.6,15894.4,1589.4,794.7,17483.8
104.7,15799.6,1580.0,790.0,17379.6
104.8,15706.0,1570.6,785.3,17276.6
104.9,15613.5,1561.3,780.7,17174.8
105.0,15522.1,1552.2,776.1,17074.3
105.1,15431.8,1543.2,771.6,16974.9
105.2,15342.5,1534.3,767.1,16876.8
105.3,15254.3,1525.4,762.7,16779.7
105.4,15167.1,1516.7,758.4,16683.8
105.5,15081.0,1508.1,754.0,16589.1
105.6,14995.8,1499.6,749.8,16495.4
105.7,14911.6,1491.2,745.6,16402.7
105.8,14828.4,1482.8,741.4,16311.2
105.9,14746.1,1474.6,737.3,16220.7
106.0,14664.7,1466.5,733.2,16131.2
106.1,14584.2,1458.4,729.2,16042.7
106.2,14504.7,1450.5,725.2,15955.1
106.3,14426.0,1442.6,721.3,15868.6
106.4,14348.2,1434.8,717.4,15783.0
106.5,14271.3,1427.1,713.6,15698.4
106.6,14195.1,1419.5,709.8,15614.7
106.7,14119.9,1412.0,706.0,15531.8
106.8,14045.4,1404.5,702.3,15449.9
106.9,13971.7,1397.2,698.6,15368.9
107.0,13898.8,1389.9,694.9,15288.7
107.1,13826.7,1382.7,691.3,15209.4
107.2,13755.4,1375.5,687.8,15130.9
107.3,13684.8,1368.5,684.2,15053.3
107.4,13614.9,1361.5,680.7,14976.4
107.5,13545.8,1354.6,677.3,14900.4
107.6,13477.4,1347.7,673.9,14825.1
107.7,13409.7,1341.0,670.5,14750.7
107.8,13342.7,1334.3,667.1,14677.0
107.9,13276.4,1327.6,663.8,14604.0
108.0,13210.7,1321.1,660.5,14531.8
108.1,13145.7,1314.6,657.3,14460.3
108.2,13081.4,1308.1,654.1,14389.5
108.3,13017.7,1301.8,650.9,14319.5
108.4,12954.7,1295.5,647.7,14250.1
108.5,12892.2,1289.2,644.6,14181.5
108.6,12830.4,1283.0,641.5,14113.5
108.7,12769.2,1276.9,638.5,14046.2
108.8,12708.6,1270.9,635.4,13979.5
108.9,12648.6,1264.9,632.4,13913.5
109.0,12589.2,1258.9,629.5,13848.1
109.1,12530.3,1253.0,626.5,13783.4
109.2,12472.0,1247.2,623.6,13719.2
109.3,12414.3,1241.4,620.7,13655.7
109.4,12357.1,1235.7,617.9,13592.8
109.5,12300.5,1230.0,615.0,13530.5
109.6,12244.4,1224.4,612.2,13468.8
109.7,12188.8,1218.9,609.4,13407.6
109.8,12133.7,1213.4,606.7,13347.1
109.9,12079.1,1207.9,604.0,13287.1
110.0,12025.1,1202.5,601.3,13227.6
110.1,11971.5,1197.2,598.6,13168.7
110.2,11918.5,1191.8,595.9,13110.3
110.3,11865.9,1186.6,593.3,13052.5
110.4,11813.8,1181.4,590.7,12995.2
110.5,11762.2,1176.2,588.1,12938.4
110.6,11711.0,1171.1,585.6,12882.1
110.7,11660.3,1166.0,583.0,12826.3
110.8,11610.1,1161.0,580.5,12771.1
110.9,11560.3,1156.0,578.0,12716.3
111.0,11510.9,1151.1,575.5,12662.0
111.1,11462.0,1146.2,573.1,12608.2
111.2,11413.5,1141.3,570.7,12554.8
111.3,11365.4,1136.5,568.3,12502.0
111.4,11317.8,1131.8,565.9,12449.5
111.5,11270.5,1127.1,563.5,12397.6
111.6,11223.7,1122.4,561.2,12346.1
111.7,11177.3,1117.7,558.9,12295.0
111.8,11131.2,1113.1,556.6,12244.4
111.9,11085.6,1108.6,554.3,12194.2
112.0,11040.3,1104.0,552.0,12144.4
112.1,10995.5,1099.5,549.8,12095.0
112.2,10951.0,1095.1,547.5,12046.1
112.3,10906.9,1090.7,545.3,11997.6
112.4,10863.1,1086.3,543.2,11949.4
112.5,10819.7,1082.0,541.0,11901.7
112.6,10776.7,1077.7,538.8,11854.4
112.7,10734.1,1073.4,536.7,11807.5
112.8,10691.7,1069.2,534.6,11760.9
112.9,10649.8,1065.0,532.5,11714.8
113.0,10608.2,1060.8,530.4,11669.0
113.1,10566.9,1056.7,528.3,11623.6
113.2,10525.9,1052.6,526.3,11578.5
113.3,10485.3,1048.5,524.3,11533.8
113.4,10445.0,1044.5,522.2,11489.5
113.5,10405.0,1040.5,520.3,11445.5
113.6,10365.4,1036.5,518.3,11401.9
113.7,10326.0,1032.6,516.3,11358.6
113.8,10287.0,1028.7,514.4,11315.7
113.9,10248.3,1024.8,512.4,11273.1
114.0,10209.9,1021.0,510.5,11230.9
114.1,10171.8,1017.2,508.6,11188.9
114.2,10134.0,1013.4,506.7,11147.3
114.3,10096.4,1009.6,504.8,11106.1
114.4,10059.2,1005.9,503.0,11065.1
114.5,10022.3,1002.2,501.1,11024.5
114.6,9985.6,998.6,499.3,10984.2
114.7,9949.2,994.9,497.5,10944.1
114.8,9913.1,991.3,495.7,10904.4
114.9,9877.3,987.7,493.9,10865.0
115.0,9841.7,984.2,492.1,10825.9
115.1,9806.5,980.6,490.3,10787.1
115.2,9771.4,977.1,488.6,10748.6
115.3,9736.7,973.7,486.8,10710.4
115.4,9702.2,970.2,485.1,10672.4
115.5,9668.0,966.8,483.4,10634.8
115.6,9634.0,963.4,481.7,10597.4
115.7,9600.2,960.0,480.0,10560.3
115.8,9566.8,956.7,478.3,10523.4
115.9,9533.5,953.4,476.7,10486.9
116.0,9500.5,950.1,475.0,10450.6
116.1,9467.8,946.8,473.4,10414.6
116.2,9435.3,943.5,471.8,10378.8
116.3,9403.0,940.3,470.1,10343.3
116.4,9370.9,937.1,468.5,10308.0
116.5,9339.1,933.9,467.0,10273.0
116.6,9307.5,930.8,465.4,10238.3
116.7,9276.2,927.6,463.8,10203.8
116.8,9245.1,924.5,462.3,10169.6
116.9,9214.1,921.4,460.7,10135.6
117.0,9183.4,918.3,459.2,10101.8
117.1,9153.0,915.3,457.6,10068.3
117.2,9122.7,912.3,456.1,10035.0
117.3,9092.7,909.3,454.6,10001.9
117.4,9062.8,906.3,453.1,9969.1
117.5,9033.2,903.3,451.7,9936.5
117.6,9003.8,900.4,450.2,9904.1
117.7,8974.5,897.5,448.7,9872.0
117.8,8945.5,894.6,447.3,9840.1
117.9,8916.7,891.7,445.8,9808.4
118.0,8888.1,888.8,444.4,9776.9
118.1,8859.7,886.0,443.0,9745.6
118.2,8831.4,883.1,441.6,9714.6
118.3,8803.4,880.3,440.2,9683.7
118.4,8775.5,877.6,438.8,9653.1
